0: 36
PBA: 145 3D pts, 20 cams and 6936 projs...
PBA: 2.076 -> 1.290 (5 LMs in 0.21sec)
Focal Length : [1320.243]->[2133.742]
Radial Distortion : [-197.135 -> -44]

#############################
#78: [185] sees 2913 (+117) 3D points
Estimated Focal Length [635][3.19N]
# 80 projs (0 pts and 0 merges)
SKIP: 0 cams, 180 points, 966 projs
PBA: 146 3D pts, 20 cams and 7046 projs...
PBA: 2.034 -> 1.300 (5 LMs in 0.22sec)
Focal Length : [634.648]->[1942.595]
Radial Distortion : [-165.764 -> -43]

#############################
#79: [184] sees 2817 (+132) 3D points
Estimated Focal Length [1078][5.56N]
# 128 projs (0 pts and 0 merges)
SKIP: 0 cams, 178 points, 934 projs
PBA: 148 3D pts, 20 cams and 7206 projs...
PBA: 2.571 -> 1.292 (5 LMs in 0.21sec)
Focal Length : [1078.399]->[2125.944]
Radial Distortion : [-194.540 -> -40]

#############################
#80: [186] sees 3097 (+114) 3D points
Estimated Focal Length [787][4.01N]
# 105 projs (0 pts and 0 merges)
SKIP: 0 cams, 179 points, 943 projs
PBA: 147 3D pts, 20 cams and 7302 projs...
PBA: 2.605 -> 1.306 (5 LMs in 0.20sec)
Focal Length : [786.919]->[1627.090]
Radial Distortion : [-115.003 -> -41]

#############################
#81: [188] sees 3016 (+107) 3D points
Estimated Focal Length [1836][9.37N]
# 81 projs (0 pts and 0 merges)
SKIP: 0 cams, 177 points, 866 projs
PBA: 149 3D pts, 20 cams and 7460 projs...
PBA: 2.161 -> 1.396 (5 LMs in 0.20sec)
ERROR: images #146 has bad focal lengths
ERROR: images #145 has bad focal lengths
ERROR: images #142 has bad focal lengths
Focal Length : [1835.679]->[2641.803]
Radial Distortion : [-304.980 -> -42]

#############################
#79: [190] sees 3059 (+115) 3D points
Estimated Focal Length [422][2.07N]
# 85 projs (0 pts and 0 merges)
SKIP: 0 cams, 175 points, 1106 projs
PBA: 151 3D pts, 20 cams and 7305 projs...
PBA: 2.202 -> 1.396 (5 LMs in 0.22sec)
Focal Length : [421.822]->[1482.364]
Radial Distortion : [-94.804 -> -46]

#############################
#80: [189] sees 3072 (+143) 3D points
Estimated Focal Length [813][3.91N]
# 136 projs (0 pts and 0 merges)
SKIP: 0 cams, 174 points, 821 projs
PBA: 152 3D pts, 20 cams and 7456 projs...
PBA: 2.224 -> 1.387 (5 LMs in 0.20sec)
Focal Length : [812.920]->[1920.671]
Radial Distortion : [-157.930 -> -49]

#############################
#81: [191] sees 3238 (+142) 3D points
Estimated Focal Length [621][3.10N]
# 90 projs (0 pts and 0 merges)
SKIP: 0 cams, 174 points, 821 projs
PBA: 152 3D pts, 20 cams and 7546 projs...
PBA: 2.159 -> 1.395 (5 LMs in 0.20sec)
ERROR: images #149 has bad focal lengths
Focal Length : [620.583]->[1952.200]
Radial Distortion : [-160.363 -> -43]

#############################
#81: [192] sees 3194 (+136) 3D points
Estimated Focal Length [228][1.12N]
# 77 projs (0 pts and 0 merges)
SKIP: 0 cams, 175 points, 954 projs
PBA: 151 3D pts, 20 cams and 7490 projs...
PBA: 2.238 -> 1.391 (5 LMs in 0.22sec)
ERROR: [227.866] --> [1220.831]

#############################
#81: [162] sees 2402 (+99) 3D points
Estimated Focal Length [284][1.54N]
# 63 projs (0 pts and 0 merges)
SKIP: 0 cams, 174 points, 912 projs
PBA: 152 3D pts, 20 cams and 7492 projs...
PBA: 1.811 -> 1.390 (5 LMs in 0.21sec)
Focal Length : [283.893]->[633.068]
Radial Distortion : [-17.056 -> -34]

#############################
#82: [195] sees 3489 (+86) 3D points
Estimated Focal Length [1300][6.63N]
# 99 projs (0 pts and 0 merges)
SKIP: 0 cams, 172 points, 797 projs
PBA: 154 3D pts, 20 cams and 7629 projs...
PBA: 1.994 -> 1.396 (5 LMs in 0.21sec)
ERROR: images #148 has bad focal lengths
Focal Length : [1300.438]->[2045.135]
Radial Distortion : [-177.432 -> -40]

#############################
#82: [125] sees 614 (+108) 3D points
Estimated Focal Length [1612][8.76N]
# 59 projs (0 pts and 0 merges)
SKIP: 0 cams, 172 points, 889 projs
PBA: 154 3D pts, 20 cams and 7596 projs...
PBA: 1.908 -> 1.425 (5 LMs in 0.20sec)
ERROR: images #153 has bad focal lengths
Focal Length : [1612.409]->[2674.474]
Radial Distortion : [-321.322 -> -35]

#############################
#82: [126] sees 789 (+108) 3D points
Estimated Focal Length [1393][7.87N]
# 64 projs (0 pts and 0 merges)
SKIP: 0 cams, 173 points, 913 projs
PBA: 153 3D pts, 20 cams and 7544 projs...
PBA: 1.928 -> 1.446 (5 LMs in 0.22sec)
#points w/ large errors:	1
Focal Length : [1393.281]->[2406.570]
Radial Distortion : [-258.874 -> -31]

#############################
#83: [127] sees 898 (+106) 3D points
Estimated Focal Length [307][1.73N]
# 62 projs (0 pts and 0 merges)
SKIP: 0 cams, 175 points, 886 projs
PBA: 151 3D pts, 20 cams and 7534 projs...
PBA: 1.812 -> 1.343 (5 LMs in 0.20sec)
ERROR: images #155 has bad focal lengths
Focal Length : [307.333]->[1258.930]
Radial Distortion : [-72.136 -> -33]

#############################
#83: [199] sees 3313 (+84) 3D points
Estimated Focal Length [568][2.93N]
# 100 projs (0 pts and 0 merges)
SKIP: 0 cams, 172 points, 860 projs
PBA: 154 3D pts, 20 cams and 7612 projs...
PBA: 2.124 -> 1.328 (5 LMs in 0.21sec)
ERROR: images #89 has bad focal lengths
Focal Length : [568.012]->[1710.333]
Radial Distortion : [-121.025 -> -38]

#############################
#83: [201] sees 3175 (+87) 3D points
Estimated Focal Length [806][4.24N]
# 103 projs (0 pts and 0 merges)
SKIP: 0 cams, 170 points, 787 projs
PBA: 156 3D pts, 20 cams and 7697 projs...
PBA: 2.073 -> 1.307 (5 LMs in 0.22sec)
ERROR: images #91 has bad focal lengths
ERROR: images #126 has bad focal lengths
Focal Length : [806.392]->[2030.503]
Radial Distortion : [-170.757 -> -36]

#############################
#82: [204] sees 3200 (+86) 3D points
Estimated Focal Length [1306][6.91N]
# 104 projs (0 pts and 0 merges)
SKIP: 0 cams, 166 points, 775 projs
PBA: 160 3D pts, 20 cams and 7757 projs...
PBA: 2.052 -> 1.259 (5 LMs in 0.21sec)
ERROR: images #90 has bad focal lengths
Focal Length : [1306.097]->[2236.255]
Radial Distortion : [-208.606 -> -35]

#############################
#82: [205] sees 3440 (+107) 3D points
Estimated Focal Length [1213][6.28N]
# 97 projs (0 pts and 0 merges)
SKIP: 0 cams, 161 points, 604 projs
PBA: 165 3D pts, 20 cams and 7891 projs...
PBA: 2.145 -> 1.247 (5 LMs in 0.20sec)
Focal Length : [1212.587]->[2436.730]
Radial Distortion : [-242.749 -> -37]

#############################
#83: [206] sees 3623 (+126) 3D points
Estimated Focal Length [1443][7.48N]
# 104 projs (0 pts and 0 merges)
SKIP: 0 cams, 160 points, 533 projs
PBA: 166 3D pts, 20 cams and 8011 projs...
PBA: 2.041 -> 1.246 (5 LMs in 0.21sec)
Focal Length : [1442.688]->[2671.111]
Radial Distortion : [-301.185 -> -38]

#############################
#84: [207] sees 3655 (+122) 3D points
Estimated Focal Length [1940][9.90N]
# 106 projs (0 pts and 0 merges)
SKIP: 0 cams, 157 points, 483 projs
PBA: 169 3D pts, 20 cams and 8167 projs...
PBA: 2.117 -> 1.244 (5 LMs in 0.21sec)
Focal Length : [1940.058]->[3453.467]
Radial Distortion : [-503.391 -> -40]

#############################
#85: [208] sees 3734 (+146) 3D points
Estimated Focal Length [1602][8.17N]
# 143 projs (0 pts and 0 merges)
SKIP: 0 cams, 155 points, 458 projs
PBA: 171 3D pts, 20 cams and 8335 projs...
PBA: 1.965 -> 1.251 (5 LMs in 0.21sec)
ERROR: images #171 has bad focal lengths
Focal Length : [1601.713]->[3203.382]
Radial Distortion : [-430.740 -> -40]

#############################
#85: [209] sees 3630 (+145) 3D points
Estimated Focal Length [1489][7.59N]
# 106 projs (0 pts and 0 merges)
SKIP: 0 cams, 152 points, 507 projs
PBA: 174 3D pts, 20 cams and 8392 projs...
PBA: 2.032 -> 1.243 (5 LMs in 0.20sec)
ERROR: images #172 has bad focal lengths
Focal Length : [1488.611]->[2974.304]
Radial Distortion : [-374.782 -> -40]

#############################
#85: [210] sees 3537 (+152) 3D points
Estimated Focal Length [701][3.58N]
# 105 projs (0 pts and 0 merges)
SKIP: 0 cams, 153 points, 533 projs
PBA: 173 3D pts, 20 cams and 8359 projs...
PBA: 1.997 -> 1.243 (5 LMs in 0.21sec)
Focal Length : [701.047]->[2100.886]
Radial Distortion : [-184.206 -> -40]

#############################
#86: [211] sees 3503 (+122) 3D points
Estimated Focal Length [380][1.99N]
# 114 projs (0 pts and 0 merges)
SKIP: 0 cams, 152 points, 400 projs
PBA: 174 3D pts, 20 cams and 8485 projs...
PBA: 1.980 -> 1.239 (5 LMs in 0.22sec)
ERROR: images #173 has bad focal lengths
Focal Length : [379.876]->[1595.884]
Radial Distortion : [-104.610 -> -36]

#############################
#86: [212] sees 3712 (+121) 3D points
Estimated Focal Length [612][3.24N]
# 114 projs (0 pts and 0 merges)
SKIP: 0 cams, 153 points, 540 projs
PBA: 173 3D pts, 20 cams and 8459 projs...
PBA: 2.076 -> 1.261 (5 LMs in 0.21sec)

**************************************
#86/86:  273 projs and 0 pts added.
PBA: 195 3D pts, 86 cams and 9045 projs...
PBA: 1.319 -> 1.300 (33 LMs in 1.83sec)
ERROR: images #175 has bad focal lengths
PBA: 195 3D pts, 85 cams and 8919 projs...
PBA: 1.303 -> 1.303 (19 LMs in 1.24sec)
Focal Length : [611.948]->[2995.814]
Radial Distortion : [-373.527 -> -35]

#############################
#86: [213] sees 3654 (+104) 3D points
Estimated Focal Length [1300][6.92N]
# 100 projs (0 pts and 0 merges)
SKIP: 0 cams, 145 points, 230 projs
PBA: 181 3D pts, 20 cams and 8789 projs...
PBA: 2.037 -> 1.384 (5 LMs in 0.20sec)
#points w/ large errors:	1
Focal Length : [1300.150]->[2269.822]
Radial Distortion : [-217.870 -> -36]

#############################
#87: [108] sees 423 (+100) 3D points
Estimated Focal Length [1652][9.44N]
# 44 projs (0 pts and 0 merges)
SKIP: 0 cams, 146 points, 277 projs
PBA: 180 3D pts, 20 cams and 8786 projs...
PBA: 1.609 -> 1.358 (5 LMs in 0.22sec)
#points w/ large errors:	1
Focal Length : [1652.123]->[2039.617]
Radial Distortion : [-190.554 -> -31]

#############################
#88: [106] sees 349 (+105) 3D points
Estimated Focal Length [185][1.05N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 147 points, 297 projs
PBA: 179 3D pts, 20 cams and 8760 projs...
PBA: 1.386 -> 1.204 (5 LMs in 0.20sec)
ERROR: [184.531] --> [526.107]

#############################
#88: [107] sees 302 (+106) 3D points
Estimated Focal Length [991][5.69N]
# 38 projs (0 pts and 0 merges)
SKIP: 0 cams, 147 points, 266 projs
PBA: 179 3D pts, 20 cams and 8762 projs...
PBA: 1.437 -> 1.206 (5 LMs in 0.21sec)
ERROR: [990.917] --> [2619.676]

#############################
#88: [218] sees 3602 (+74) 3D points
Estimated Focal Length [1306][7.02N]
# 108 projs (0 pts and 0 merges)
SKIP: 0 cams, 141 points, 154 projs
PBA: 185 3D pts, 20 cams and 8946 projs...
PBA: 1.939 -> 1.185 (5 LMs in 0.20sec)
Focal Length : [1306.125]->[2178.031]
Radial Distortion : [-194.273 -> -33]

#############################
#89: [142] sees 1416 (+92) 3D points
Estimated Focal Length [656][3.69N]
# 67 projs (0 pts and 0 merges)
SKIP: 0 cams, 142 points, 133 projs
PBA: 184 3D pts, 20 cams and 8996 projs...
PBA: 1.502 -> 1.199 (5 LMs in 0.22sec)
Focal Length : [656.247]->[1770.270]
Radial Distortion : [-139.105 -> -32]

#############################
#90: [139] sees 1181 (+93) 3D points
Estimated Focal Length [312][1.77N]
# 60 projs (0 pts and 0 merges)
PBA: 193 3D pts, 90 cams and 9189 projs...
PBA: 1.743 -> 1.191 (100 LMs in 5.91sec)
ERROR: [311.870] --> [27117.727]

#############################
#90: [105] sees 303 (+94) 3D points
Estimated Focal Length [865][4.86N]
# 46 projs (0 pts and 0 merges)
SKIP: 0 cams, 142 points, 192 projs
PBA: 184 3D pts, 20 cams and 9043 projs...
PBA: 1.516 -> 1.216 (5 LMs in 0.20sec)
ERROR: [865.102] --> [2195.400]

#############################
#90: [104] sees 247 (+96) 3D points
Estimated Focal Length [1205][6.85N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 142 points, 178 projs
PBA: 184 3D pts, 20 cams and 9039 projs...
PBA: 1.572 -> 1.205 (5 LMs in 0.21sec)
ERROR: [1205.255] --> [2851.573]

#############################
#90: [100] sees 254 (+90) 3D points
Estimated Focal Length [1535][8.92N]
# 39 projs (0 pts and 0 merges)
SKIP: 0 cams, 142 points, 174 projs
PBA: 184 3D pts, 20 cams and 9037 projs...
PBA: 1.366 -> 1.198 (5 LMs in 0.21sec)
ERROR: images #106 has bad focal lengths
ERROR: images #182 has bad focal lengths
ERROR: images #72 has bad focal lengths
ERROR: images #177 has bad focal lengths
ERROR: images #176 has bad focal lengths
ERROR: images #174 has bad focal lengths
ERROR: images #170 has bad focal lengths
ERROR: images #169 has bad focal lengths
ERROR: images #168 has bad focal lengths
ERROR: images #165 has bad focal lengths
ERROR: images #163 has bad focal lengths
ERROR: images #159 has bad focal lengths
ERROR: images #154 has bad focal lengths
ERROR: images #152 has bad focal lengths
ERROR: images #150 has bad focal lengths
ERROR: images #144 has bad focal lengths
ERROR: images #147 has bad focal lengths
ERROR: images #143 has bad focal lengths
ERROR: images #131 has bad focal lengths
ERROR: images #129 has bad focal lengths
ERROR: images #139 has bad focal lengths
ERROR: images #132 has bad focal lengths
ERROR: images #120 has bad focal lengths
ERROR: images #121 has bad focal lengths
ERROR: images #157 has bad focal lengths
ERROR: images #160 has bad focal lengths
ERROR: images #162 has bad focal lengths
ERROR: images #164 has bad focal lengths
ERROR: images #166 has bad focal lengths
ERROR: images #167 has bad focal lengths
ERROR: images #178 has bad focal lengths
ERROR: images #181 has bad focal lengths
ERROR: images #209 has bad focal lengths
ERROR: images #208 has bad focal lengths
ERROR: images #207 has bad focal lengths
ERROR: images #206 has bad focal lengths
ERROR: images #205 has bad focal lengths
ERROR: images #204 has bad focal lengths
ERROR: images #199 has bad focal lengths
ERROR: images #198 has bad focal lengths
ERROR: images #197 has bad focal lengths
ERROR: images #195 has bad focal lengths
ERROR: images #196 has bad focal lengths
ERROR: images #194 has bad focal lengths
ERROR: images #193 has bad focal lengths
ERROR: images #192 has bad focal lengths
ERROR: images #191 has bad focal lengths
ERROR: images #190 has bad focal lengths
ERROR: images #189 has bad focal lengths
ERROR: images #188 has bad focal lengths
ERROR: images #187 has bad focal lengths
ERROR: images #183 has bad focal lengths
ERROR: images #186 has bad focal lengths
ERROR: images #185 has bad focal lengths
ERROR: images #201 has bad focal lengths
ERROR: images #200 has bad focal lengths
ERROR: images #203 has bad focal lengths
ERROR: images #202 has bad focal lengths
ERROR: images #184 has bad focal lengths
Focal Length : [1534.681]->[2396.177]
Radial Distortion : [-264.762 -> -30]

#############################
#32: [101] sees 180 (+114) 3D points
Estimated Focal Length [1522][9.17N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 196 points, 6780 projs
PBA: 130 3D pts, 20 cams and 2431 projs...
PBA: 2.508 -> 1.317 (5 LMs in 0.20sec)
#points w/ large errors:	2
ERROR: images #137 has bad focal lengths
Focal Length : [1521.718]->[2149.069]
Radial Distortion : [-208.415 -> -26]

#############################
#32: [99] sees 269 (+114) 3D points
Estimated Focal Length [1106][6.58N]
# 41 projs (0 pts and 0 merges)
SKIP: 0 cams, 202 points, 236 projs
PBA: 124 3D pts, 20 cams and 2332 projs...
PBA: 2.034 -> 1.186 (5 LMs in 0.20sec)
#unstable points removed:	1
ERROR: images #115 has bad focal lengths
ERROR: images #118 has bad focal lengths
ERROR: images #116 has bad focal lengths
Focal Length : [1105.510]->[1621.625]
Radial Distortion : [-123.617 -> -28]

#############################
#30: [102] sees 315 (+118) 3D points
Estimated Focal Length [479][2.72N]
# 44 projs (0 pts and 0 merges)
SKIP: 0 cams, 201 points, 344 projs
PBA: 125 3D pts, 20 cams and 2145 projs...
PBA: 3.333 -> 1.176 (5 LMs in 0.20sec)
ERROR: [478.855] --> [1516.588]

#############################
#30: [103] sees 296 (+113) 3D points
Estimated Focal Length [204][1.16N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 201 points, 144 projs
PBA: 125 3D pts, 20 cams and 2135 projs...
PBA: 1.955 -> 1.179 (5 LMs in 0.22sec)
ERROR: [203.707] --> [824.297]

#############################
#30: [98] sees 186 (+109) 3D points
Estimated Focal Length [182][1.09N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 201 points, 133 projs
PBA: 125 3D pts, 20 cams and 2140 projs...
PBA: 2.317 -> 1.191 (5 LMs in 0.20sec)
ERROR: [181.939] --> [847.527]

#############################
#30: [97] sees 211 (+105) 3D points
Estimated Focal Length [772][4.65N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 201 points, 137 projs
PBA: 125 3D pts, 20 cams and 2141 projs...
PBA: 2.646 -> 1.185 (5 LMs in 0.20sec)
#points w/ large errors:	2
Focal Length : [772.173]->[1296.959]
Radial Distortion : [-79.248 -> -27]

#############################
#31: [96] sees 231 (+96) 3D points
Estimated Focal Length [1174][6.99N]
# 38 projs (0 pts and 0 merges)
SKIP: 0 cams, 203 points, 136 projs
PBA: 123 3D pts, 20 cams and 2146 projs...
PBA: 2.364 -> 1.033 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [1173.628]->[2222.134]
Radial Distortion : [-231.220 -> -28]

#############################
#32: [95] sees 244 (+99) 3D points
Estimated Focal Length [1257][7.26N]
# 43 projs (0 pts and 0 merges)
SKIP: 0 cams, 205 points, 135 projs
PBA: 121 3D pts, 20 cams and 2157 projs...
PBA: 1.870 -> 0.935 (5 LMs in 0.20sec)
Focal Length : [1256.765]->[1824.178]
Radial Distortion : [-150.822 -> -29]

#############################
#33: [94] sees 260 (+110) 3D points
Estimated Focal Length [668][3.79N]
# 32 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 113 projs
PBA: 120 3D pts, 20 cams and 2184 projs...
PBA: 1.761 -> 0.948 (5 LMs in 0.20sec)
ERROR: [667.917] --> [1441.049]

#############################
#33: [90] sees 308 (+99) 3D points
Estimated Focal Length [1251][7.07N]
# 39 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 144 projs
PBA: 120 3D pts, 20 cams and 2192 projs...
PBA: 1.936 -> 0.951 (5 LMs in 0.21sec)
Focal Length : [1251.409]->[2016.319]
Radial Distortion : [-190.995 -> -33]

#############################
#34: [91] sees 269 (+120) 3D points
Estimated Focal Length [779][4.47N]
# 28 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 113 projs
PBA: 120 3D pts, 20 cams and 2220 projs...
PBA: 1.705 -> 0.956 (5 LMs in 0.21sec)
ERROR: [778.564] --> [1637.701]

#############################
#34: [92] sees 295 (+105) 3D points
Estimated Focal Length [643][3.63N]
# 39 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 139 projs
PBA: 120 3D pts, 20 cams and 2233 projs...
PBA: 2.104 -> 0.966 (5 LMs in 0.20sec)
ERROR: [642.511] --> [1308.094]

#############################
#34: [87] sees 216 (+103) 3D points
Estimated Focal Length [584][3.54N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 151 projs
PBA: 120 3D pts, 20 cams and 2226 projs...
PBA: 1.378 -> 0.963 (5 LMs in 0.21sec)
Focal Length : [584.297]->[1068.472]
Radial Distortion : [-51.174 -> -25]

#############################
#35: [93] sees 309 (+101) 3D points
Estimated Focal Length [1529][8.64N]
# 39 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 113 projs
PBA: 120 3D pts, 20 cams and 2265 projs...
PBA: 1.517 -> 0.964 (5 LMs in 0.20sec)
Focal Length : [1529.111]->[1634.452]
Radial Distortion : [-123.740 -> -32]

#############################
#36: [86] sees 306 (+108) 3D points
Estimated Focal Length [1289][7.81N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 206 points, 113 projs
PBA: 120 3D pts, 20 cams and 2300 projs...
PBA: 2.105 -> 0.971 (5 LMs in 0.22sec)
Focal Length : [1288.665]->[1868.411]
Radial Distortion : [-163.319 -> -26]

#############################
#37: [85] sees 264 (+99) 3D points
Estimated Focal Length [1414][8.52N]
# 32 projs (0 pts and 0 merges)
SKIP: 0 cams, 207 points, 125 projs
PBA: 119 3D pts, 20 cams and 2320 projs...
PBA: 1.487 -> 0.967 (5 LMs in 0.20sec)
Focal Length : [1414.222]->[1320.431]
Radial Distortion : [-78.113 -> -26]

#############################
#38: [88] sees 299 (+107) 3D points
Estimated Focal Length [900][5.42N]
# 37 projs (0 pts and 0 merges)
SKIP: 0 cams, 207 points, 125 projs
PBA: 119 3D pts, 20 cams and 2357 projs...
PBA: 1.871 -> 0.969 (5 LMs in 0.20sec)
Focal Length : [899.938]->[1295.508]
Radial Distortion : [-75.274 -> -26]

#############################
#39: [89] sees 337 (+118) 3D points
Estimated Focal Length [1412][8.45N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 207 points, 125 projs
PBA: 119 3D pts, 20 cams and 2392 projs...
PBA: 1.904 -> 0.966 (5 LMs in 0.20sec)
Focal Length : [1411.588]->[1242.254]
Radial Distortion : [-70.525 -> -27]

#############################
#40: [73] sees 294 (+86) 3D points
Estimated Focal Length [435][2.56N]
# 36 projs (0 pts and 0 merges)
SKIP: 0 cams, 209 points, 139 projs
PBA: 117 3D pts, 20 cams and 2414 projs...
PBA: 1.728 -> 0.977 (5 LMs in 0.22sec)
ERROR: [434.525] --> [959.524]

#############################
#40: [84] sees 311 (+104) 3D points
Estimated Focal Length [866][5.12N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 209 points, 174 projs
PBA: 117 3D pts, 20 cams and 2410 projs...
PBA: 1.820 -> 0.970 (5 LMs in 0.21sec)
Focal Length : [865.781]->[1460.767]
Radial Distortion : [-99.944 -> -28]

#############################
#41: [81] sees 321 (+88) 3D points
Estimated Focal Length [1173][6.82N]
# 29 projs (0 pts and 0 merges)
SKIP: 0 cams, 211 points, 157 projs
PBA: 115 3D pts, 20 cams and 2421 projs...
PBA: 1.502 -> 0.983 (5 LMs in 0.20sec)
Focal Length : [1172.813]->[1342.682]
Radial Distortion : [-88.361 -> -32]

#############################
#42: [74] sees 328 (+89) 3D points
Estimated Focal Length [1056][6.52N]
# 43 projs (0 pts and 0 merges)
SKIP: 0 cams, 219 points, 199 projs
PBA: 107 3D pts, 20 cams and 2422 projs...
PBA: 1.746 -> 1.013 (5 LMs in 0.21sec)
Focal Length : [1056.113]->[1231.778]
Radial Distortion : [-73.906 -> -26]

#############################
#43: [80] sees 385 (+104) 3D points
Estimated Focal Length [1514][8.90N]
# 33 projs (0 pts and 0 merges)
SKIP: 0 cams, 230 points, 280 projs
PBA: 96 3D pts, 20 cams and 2374 projs...
PBA: 1.477 -> 1.010 (5 LMs in 0.22sec)
Focal Length : [1513.660]->[1205.669]
Radial Distortion : [-71.216 -> -31]

#############################
#44: [72] sees 340 (+107) 3D points
Estimated Focal Length [1111][6.42N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 233 points, 314 projs
PBA: 93 3D pts, 20 cams and 2375 projs...
PBA: 1.690 -> 1.179 (5 LMs in 0.20sec)
Focal Length : [1110.784]->[1427.140]
Radial Distortion : [-105.193 -> -33]

#############################
#45: [82] sees 436 (+109) 3D points
Estimated Focal Length [873][5.17N]
# 33 projs (0 pts and 0 merges)
SKIP: 0 cams, 242 points, 422 projs
PBA: 84 3D pts, 20 cams and 2300 projs...
PBA: 1.883 -> 1.245 (5 LMs in 0.20sec)
Focal Length : [873.480]->[1013.706]
Radial Distortion : [-51.917 -> -30]

#############################
#46: [83] sees 429 (+99) 3D points
Estimated Focal Length [1104][6.49N]
# 33 projs (0 pts and 0 merges)
SKIP: 0 cams, 263 points, 790 projs
PBA: 63 3D pts, 20 cams and 1965 projs...
PBA: 2.112 -> 1.333 (5 LMs in 0.20sec)
#points w/ large errors:	1
Focal Length : [1103.605]->[1483.139]
Radial Distortion : [-102.715 -> -29]

#############################
#47: [76] sees 438 (+99) 3D points
Estimated Focal Length [1542][9.40N]
# 36 projs (0 pts and 0 merges)
SKIP: 0 cams, 264 points, 804 projs
PBA: 62 3D pts, 20 cams and 1987 projs...
PBA: 1.824 -> 1.133 (5 LMs in 0.22sec)
Focal Length : [1541.785]->[1444.297]
Radial Distortion : [-100.458 -> -27]

#############################
#48: [79] sees 481 (+108) 3D points
Estimated Focal Length [962][5.59N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 266 points, 835 projs
PBA: 60 3D pts, 20 cams and 1977 projs...
PBA: 1.886 -> 1.139 (5 LMs in 0.20sec)
Focal Length : [961.815]->[1579.530]
Radial Distortion : [-116.559 -> -30]

#############################
#49: [75] sees 425 (+124) 3D points
Estimated Focal Length [600][3.68N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 266 points, 835 projs
PBA: 60 3D pts, 20 cams and 2008 projs...
PBA: 2.083 -> 1.147 (5 LMs in 0.21sec)
Focal Length : [599.793]->[1127.809]
Radial Distortion : [-63.225 -> -27]

#############################
#50: [77] sees 486 (+110) 3D points
Estimated Focal Length [454][2.84N]
# 27 projs (0 pts and 0 merges)
SKIP: 0 cams, 268 points, 873 projs
PBA: 58 3D pts, 20 cams and 1997 projs...
PBA: 2.353 -> 1.158 (5 LMs in 0.20sec)
ERROR: [454.270] --> [1352.477]

#############################
#50: [78] sees 489 (+121) 3D points
Estimated Focal Length [1528][8.94N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 268 points, 899 projs
PBA: 58 3D pts, 20 cams and 2002 projs...
PBA: 1.716 -> 1.158 (5 LMs in 0.21sec)
Focal Length : [1528.349]->[1514.260]
Radial Distortion : [-111.534 -> -30]

#############################
#51: [67] sees 383 (+91) 3D points
Estimated Focal Length [1185][7.32N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 269 points, 900 projs
PBA: 57 3D pts, 20 cams and 2006 projs...
PBA: 1.963 -> 1.172 (5 LMs in 0.20sec)
Focal Length : [1185.373]->[1054.539]
Radial Distortion : [-57.142 -> -28]

#############################
#52: [69] sees 464 (+120) 3D points
Estimated Focal Length [773][4.37N]
# 28 projs (0 pts and 0 merges)
SKIP: 0 cams, 269 points, 900 projs
PBA: 57 3D pts, 20 cams and 2034 projs...
PBA: 1.899 -> 1.172 (5 LMs in 0.20sec)
Focal Length : [772.774]->[1348.578]
Radial Distortion : [-89.949 -> -34]

#############################
#53: [68] sees 468 (+114) 3D points
Estimated Focal Length [1036][5.85N]
# 32 projs (0 pts and 0 merges)
SKIP: 0 cams, 271 points, 943 projs
PBA: 55 3D pts, 20 cams and 2023 projs...
PBA: 2.143 -> 1.194 (5 LMs in 0.20sec)
Focal Length : [1035.796]->[1562.614]
Radial Distortion : [-118.604 -> -34]

#############################
#54: [71] sees 484 (+113) 3D points
Estimated Focal Length [1454][8.36N]
# 30 projs (0 pts and 0 merges)
SKIP: 0 cams, 271 points, 943 projs
PBA: 55 3D pts, 20 cams and 2053 projs...
PBA: 1.754 -> 1.201 (5 LMs in 0.22sec)
Focal Length : [1454.336]->[1098.904]
Radial Distortion : [-59.861 -> -33]

#############################
#55: [62] sees 457 (+116) 3D points
Estimated Focal Length [1389][8.27N]
